word_count,sentence_count,spelling_errors,long_word,exc_count,que_count,stopwords_count,unigrams_count,bigrams_count,trigrams_count,noun_count,adj_count,adv_count,verb_count,syllable_count,smog_index,coleman_liau_index,dale_chall_readability_score,difficult_words,linsear_write_formula,neg_sentiment,neu_sentiment,pos_sentiment,score1,score2,score
370,20,16,52,0,0,165,177,327,357,70,24,19,74,446,10.5,7.48,6.49,43,6.071428571,0.238,16.44,3.323,4,4,8
443,28,20,69,1,1,183,188,388,426,94,41,19,71,544,10.3,8.63,7.16,68,6.285714286,0.759,24.031,3.21,5,5,10
389,18,17,66,0,0,157,193,347,376,88,30,29,66,499,11.2,9.75,7.12,56,6.214285714,0.516,15.318,2.166,5,4,9
412,17,12,45,0,1,155,174,355,395,101,29,20,66,448,9.3,8.3,6.85,47,8.9,0.061,15.232,1.707,4,4,8
366,29,18,45,2,1,134,166,318,350,86,30,10,71,435,8.7,7.98,6.53,47,4.333333333,0,22.254,6.746,5,5,10
413,23,22,66,0,1,158,160,289,332,95,26,13,82,521,10.4,8.41,6.17,41,8.2,0.445,18.152,4.403,5,4,9
540,33,20,111,1,0,165,254,479,524,139,51,26,94,699,11.3,11.48,7.83,101,5.25,4.933,25.188,2.878,5,6,11
381,36,19,66,0,8,136,161,329,362,82,19,28,66,470,9.3,9.25,6.96,57,3.75,0,33.008,2.992,4,4,8
507,37,25,107,0,0,174,261,464,498,128,38,24,92,663,10.2,10.19,7.18,83,5.5,1.181,31.354,4.466,4,5,9
642,35,30,129,2,1,205,284,555,610,183,52,30,97,812,11,12.35,7.4,103,6.785714286,0.262,28.153,6.585,6,6,12
344,17,15,39,0,0,163,145,276,303,64,25,22,60,402,9.3,7.2,6.01,29,6.75,1.08,13.55,2.369,4,4,8
515,25,27,68,1,4,206,224,453,496,116,23,31,88,629,10.6,8.36,6.06,44,6.642857143,0.423,22.994,1.583,4,5,9
464,28,33,60,0,5,209,213,407,445,82,19,27,91,536,9.7,7.18,6.13,46,5.0625,1.338,23.173,3.487,4,5,9
604,33,22,98,0,1,209,262,518,580,168,42,28,107,731,10.5,9.91,7.67,105,4.8125,2.404,27.664,2.932,6,6,12
457,39,19,59,0,2,172,198,393,441,87,29,23,78,526,8.8,6.41,6.2,51,5.4375,0.79,30.564,7.645,4,4,8
601,29,53,109,8,3,223,267,550,594,152,33,35,104,736,11.3,10.91,7.51,94,6.75,0.818,25.307,2.874,6,5,11
431,29,23,65,6,3,169,218,401,425,108,37,24,63,513,9.3,8.05,6.96,63,7.5,1.518,22.521,4.962,5,5,10
690,30,23,90,0,2,311,239,538,617,132,25,47,127,807,10.4,7.95,6.25,62,8.3,1.117,26.545,2.337,6,5,11
423,27,12,54,0,0,164,181,358,400,99,29,19,84,502,9.5,8.34,6.82,58,4.875,0.38,21.853,4.767,5,4,9
556,27,25,90,0,2,189,241,472,533,165,41,27,95,712,11,11.42,7.11,77,7.666666667,0.159,23.651,3.19,5,4,9
293,23,23,30,0,0,110,124,242,274,71,24,27,51,348,8.2,7.52,6.5,37,5.125,1.275,19.517,2.208,3,4,7
364,18,15,53,2,0,132,151,286,332,72,24,28,66,455,11.2,10.55,6.72,44,6.214285714,1.987,14.074,1.938,4,4,8
588,36,28,89,3,4,211,241,504,564,145,38,34,105,708,10.1,8.98,6.56,70,5.714285714,2.013,31.029,2.956,5,5,10
903,45,51,192,6,4,296,355,781,877,265,49,51,152,1213,12.8,12.82,7.51,143,6.5,2.26,39.906,2.836,6,5,11
355,11,15,55,0,0,124,145,265,298,108,23,12,58,402,10.6,10.51,7.38,45,8.5,1.747,8.472,0.781,4,4,8
516,31,22,73,0,5,204,206,416,468,120,25,32,94,642,10.3,7.71,6.17,52,4.875,1.304,26.831,2.865,5,4,9
576,33,33,60,0,0,227,232,484,544,117,48,38,111,623,8.9,6.66,6.03,51,5.571428571,3.298,24.639,5.062,4,5,9
115,5,6,26,0,0,42,65,104,110,40,5,1,18,159,13,12.13,7.88,21,9,0,4.143,0.857,3,2,5
632,33,28,95,1,0,236,295,566,621,159,59,39,111,762,10.2,9.92,7.12,91,5.1875,2.592,27.606,2.801,4,6,10
292,11,17,43,0,0,111,144,263,284,78,17,14,51,355,11,9.41,6.99,36,12.375,0,8.817,2.183,3,4,7
350,32,20,49,3,2,138,162,301,335,70,25,12,63,400,8.3,7.22,6.22,40,5.0625,0.18,27.261,4.559,4,4,8
310,21,26,55,0,0,111,146,261,292,69,18,21,57,392,10,10.08,7.15,49,4.666666667,2.343,17.125,1.533,4,3,7
235,18,15,33,0,0,94,131,206,222,52,20,16,41,288,9.7,6.48,5.78,21,3.090909091,1.769,13.562,2.669,4,3,7
387,26,16,62,0,1,167,166,324,365,80,16,16,80,486,10.1,7.64,6.36,45,6.285714286,1.761,21.523,2.715,4,4,8
330,25,8,51,1,1,118,142,262,296,75,19,17,67,418,9.1,7.7,6.14,36,4.333333333,0,21.839,3.161,4,5,9
255,11,16,37,0,0,103,135,240,250,63,15,10,46,309,10.6,7.72,6.85,32,8.4,0.247,8.939,1.814,4,4,8
463,32,22,93,2,8,175,208,416,452,114,35,16,85,608,10.6,10.2,7.24,75,7.416666667,0.284,27.061,4.655,5,5,10
490,16,20,82,0,3,198,200,414,462,117,53,31,80,650,13.4,10.97,7.21,62,7.333333333,0.068,12.163,3.769,5,4,9
706,35,45,128,0,4,252,291,605,669,176,58,37,124,898,10.4,10.38,7.32,110,7.083333333,0.769,28.789,5.442,6,5,11
549,24,21,72,1,0,201,241,466,517,125,44,42,93,665,11,9.23,7.06,74,6.142857143,2.196,19.083,2.721,5,5,10
434,14,24,59,0,0,203,152,355,403,102,33,34,70,539,11.2,8.31,6.47,36,7.166666667,0.556,12.468,0.975,4,5,9
143,8,8,24,2,1,57,82,128,137,37,4,8,24,167,9.7,9.5,7.04,21,4.9375,0.1,7.078,0.821,3,3,6
181,13,8,19,0,0,87,82,135,151,33,14,6,32,194,7.3,5.9,5.51,13,4.444444444,0,11.384,1.616,4,3,7
279,9,21,36,0,1,134,139,243,262,58,14,16,52,331,10.3,8.3,6.78,28,12.375,0,7.446,1.554,4,4,8
607,24,10,104,0,2,242,259,529,586,163,40,28,115,743,11.7,9.69,7.03,77,6.75,0.841,21.128,2.03,6,5,11
344,17,21,48,0,1,158,152,290,323,78,19,13,67,429,10.8,7.37,6.1,31,7.75,0.711,13.784,2.506,4,4,8
595,29,44,47,3,2,235,217,484,556,123,34,44,107,634,8.5,5.86,6.03,48,5.1875,0.917,22.555,5.53,5,4,9
687,36,26,111,13,4,272,285,584,656,162,51,37,117,840,10.5,9.92,6.69,82,7.083333333,0.765,30.005,5.232,5,4,9
441,22,21,50,0,2,155,206,394,421,107,45,20,65,508,10.7,7.94,6.95,58,6.071428571,0.533,19.201,2.266,5,5,10
474,24,25,78,0,0,189,213,427,459,105,45,25,80,593,11.1,9.45,7.2,71,8.1,1.787,17.774,4.439,5,5,10
544,40,33,83,0,6,192,242,493,533,130,30,35,99,659,9.6,8.8,6.89,78,5.25,3.465,31.54,4.992,5,5,10
899,44,40,158,12,2,370,364,797,881,196,53,64,144,1098,11.4,9.39,7.04,124,8.3,0.705,39.059,4.237,6,6,12
377,21,18,57,3,1,160,183,340,366,84,20,31,68,470,11.1,8.47,6.95,52,6.071428571,0.62,18.193,2.187,4,4,8
445,22,19,60,3,2,184,190,392,432,82,32,31,78,518,9.2,7.71,6.08,39,12.25,0.985,18.064,2.952,4,4,8
487,27,20,76,0,1,193,182,375,436,108,18,19,86,574,9.9,7.83,6.2,49,11,0,24.46,2.54,4,5,9
435,23,7,55,1,0,188,139,299,356,112,34,23,60,550,10.8,8.23,5.69,30,5.785714286,0.255,17.961,4.785,4,4,8
501,30,30,79,0,0,212,193,397,462,116,28,28,99,616,10,7.77,6.2,51,5.714285714,0.68,27.25,2.069,4,4,8
260,11,10,52,3,0,120,118,214,242,55,15,25,40,330,11.7,10.33,6.62,30,6.666666667,0,8.878,2.122,4,4,8
406,21,12,71,0,0,163,156,323,370,89,28,19,76,523,11.2,9.57,6.18,39,6.583333333,0.536,16.188,4.276,5,4,9
485,24,27,75,4,1,187,208,423,473,86,28,28,104,584,10.7,7.89,6.8,62,4.111111111,0.438,18.421,5.142,5,4,9
80,5,4,19,0,0,43,44,66,72,17,9,1,15,112,11.6,9.74,6.5,10,5.6,0.839,3.544,0.617,2,2,4
219,11,17,42,0,0,90,124,207,217,56,17,6,42,294,12.4,9.63,7.26,34,7.166666667,0.121,9.57,1.309,4,4,8
435,22,20,64,0,3,170,179,371,411,98,33,31,71,516,10.1,9.74,6.68,52,5.714285714,1.23,19.793,0.976,4,4,8
374,28,28,53,0,0,144,172,316,359,93,21,25,72,448,8.6,8.1,6.48,47,5.25,0.397,24.373,3.23,4,4,8
873,39,45,123,1,3,320,315,725,847,245,54,51,155,1086,12,10.04,6.72,99,7.416666667,2.648,31.689,4.665,5,6,11
353,17,36,63,2,1,143,188,337,350,68,34,30,64,441,10.5,8.18,7.23,55,8.6,0.555,13.662,2.783,3,4,7
510,26,24,98,0,0,208,243,467,501,112,43,27,98,662,11.2,9.34,6.91,71,7.333333333,0.854,20.96,4.186,5,5,10
368,11,11,59,0,0,156,152,301,340,90,13,19,69,453,13,9.64,6.85,36,8.5,0.262,8.787,1.95,4,3,7
276,23,13,49,0,1,88,150,246,268,69,19,10,51,341,10.3,8.33,6.97,42,4.111111111,2.177,17.535,3.287,3,3,6
440,26,21,89,1,0,168,162,348,399,116,15,19,84,586,11.1,9.85,6.43,51,4.222222222,0.281,21.315,4.404,4,5,9
383,19,13,79,0,1,144,158,295,339,107,27,24,66,518,12.6,12.58,7.08,54,6.571428571,0.372,14.51,4.118,4,4,8
288,18,14,35,0,0,119,119,233,272,69,15,11,56,339,8.5,7.18,6,27,7.166666667,0,16.03,1.97,4,4,8
278,18,14,38,0,0,115,156,261,274,64,24,16,53,337,9.4,7.88,6.21,30,5.785714286,1.174,13.636,3.189,3,3,6
517,27,21,79,0,1,197,237,469,502,128,42,23,88,636,10.5,8.99,7.1,76,6.142857143,0.175,23.301,3.524,5,5,10
334,18,27,52,0,0,133,177,307,330,81,22,13,54,398,9.2,8.47,7.11,50,12.625,0.998,15.353,1.649,4,4,8
464,26,29,65,8,0,170,199,399,443,111,39,23,84,554,10.1,9.05,6.69,55,7.083333333,2.318,21.782,1.9,4,4,8
461,19,29,78,0,0,179,188,365,415,121,27,24,85,595,10.9,9.4,7.21,66,10.6,0.242,15.617,3.141,4,4,8
620,30,29,103,0,2,240,252,543,607,131,30,58,103,733,10.9,9.28,6.98,82,5.928571429,1.416,25.008,3.574,5,6,11
544,36,24,70,6,3,195,233,473,523,110,35,36,97,617,8.8,7.36,6.33,59,5.928571429,0.992,28.66,6.348,5,5,10
759,27,23,164,0,0,261,340,664,748,238,54,37,120,1004,13.3,12.42,8.17,136,10.5,1.078,23.171,2.751,6,6,12
351,22,18,49,1,1,125,162,295,325,91,14,22,68,411,9.5,7.99,6.28,38,4.875,0.663,17.916,3.421,4,4,8
357,17,17,46,0,0,148,153,301,341,86,18,19,62,408,9.9,7.31,6.26,34,6.833333333,0.298,15.581,1.121,4,5,9
382,29,13,76,0,3,126,163,298,338,96,32,24,68,515,10.7,10.71,7.41,66,4.722222222,1.158,22.921,4.921,4,4,8
295,17,7,42,2,2,116,144,264,276,80,16,7,47,358,10.1,8.98,6.81,40,6.583333333,0.335,13.199,3.466,4,4,8
521,10,34,49,0,0,264,191,449,503,100,36,22,91,590,13.4,6.92,7.32,31,47,0.446,8.928,0.624,4,4,8
184,6,12,28,1,0,83,100,161,169,38,6,16,34,230,11.9,9,6.71,18,11.625,0.251,5.428,0.321,3,3,6
348,4,11,29,0,0,185,118,275,316,69,9,17,61,407,16.2,6.76,4.6,12,24,0.129,3.444,0.427,3,3,6
351,26,26,58,0,1,122,168,314,338,98,24,23,47,415,9.2,9.08,7.1,53,4.333333333,1.559,21.675,2.767,4,4,8
282,16,9,24,0,0,98,118,225,267,83,26,12,44,318,8.3,7.53,6.64,33,4.444444444,0.086,14.248,1.666,3,3,6
587,31,16,123,1,0,236,260,521,572,152,34,38,89,811,11.8,10.5,7.35,97,5.928571429,1.51,25.485,4.005,5,5,10
404,19,42,79,0,0,163,197,359,388,98,22,11,73,517,12.1,9.75,6.92,53,12.125,0.334,16.818,1.847,4,5,9
307,24,18,57,2,0,118,146,269,293,63,17,20,64,393,9.6,8.74,6.91,46,5,3.732,18.36,1.908,4,4,8
468,32,36,76,4,3,162,241,435,463,90,38,35,83,563,10.2,9.73,7.22,72,5.642857143,2.901,25.822,3.277,5,5,10
590,29,21,105,1,1,231,254,500,562,148,55,26,89,771,11.4,8.76,6.97,82,8.4,0.256,25.357,3.386,5,5,10
318,23,7,70,0,0,117,154,275,302,83,30,7,53,421,10.4,10.31,7.56,58,5.375,0.118,20.399,2.483,4,4,8
318,8,16,29,0,0,151,134,259,300,72,22,22,67,366,9.4,6.69,6.35,20,16.33333333,0.231,6.961,0.808,4,4,8
452,34,28,57,1,2,177,182,367,425,107,28,14,70,514,8.3,6.71,5.89,42,4.5,1.509,28.52,3.971,4,4,8
601,32,39,95,4,2,244,265,538,585,144,46,28,98,714,10.3,8.93,7.04,86,8.7,0.324,26.987,4.689,5,5,10
390,19,33,41,7,5,162,175,317,357,90,27,20,70,457,10.1,7.08,6.89,50,5.928571429,0.566,14.359,3.075,4,3,7
747,39,39,108,0,4,300,274,604,699,176,33,35,125,885,10,8.52,6.83,96,6.142857143,1.75,33.928,3.321,5,5,10
336,20,15,44,0,0,143,131,270,305,68,30,14,66,402,8.8,6.49,5.42,20,5.785714286,0.37,16.188,3.442,5,4,9
404,26,16,84,6,1,145,187,366,394,105,34,16,72,536,11.7,11.07,7.13,63,4.6875,0.33,21.086,4.584,5,5,10
233,8,9,35,0,0,93,146,228,231,60,18,11,40,283,10.7,8.59,7.57,35,8.5,0.59,6.355,1.055,3,4,7
541,32,15,74,6,7,212,208,434,494,116,28,36,88,650,9.7,8.87,6.54,64,4.833333333,1.146,26.156,4.699,4,4,8
147,9,7,20,0,1,53,100,140,145,33,12,8,26,171,9.7,8.98,7.01,21,5.125,0,7.722,1.278,2,3,5
388,16,18,63,0,0,166,184,336,370,94,25,24,78,465,10.2,8.42,6.84,45,7.5,1.128,13.169,1.702,5,4,9
598,44,28,98,0,0,235,228,499,571,138,38,32,101,748,9.7,8.11,6.16,66,3.944444444,0.232,36.406,7.363,5,5,10
539,26,23,92,0,0,224,235,454,504,117,43,31,112,708,11.1,9.17,7.04,77,8.1,2.27,20.972,2.758,5,5,10
596,15,27,61,0,0,285,212,462,555,129,32,39,112,669,10.7,7.38,6.79,47,8.7,1.128,12.278,1.595,4,5,9
608,28,19,102,0,0,238,230,481,543,157,51,29,102,818,11.7,10.44,6.78,76,8.5,0.111,22.591,5.299,4,5,9
336,17,18,53,0,0,140,166,292,317,77,19,19,60,421,11.1,9.28,6.91,45,8.6,0.918,15.833,0.249,4,4,8
303,18,21,50,2,2,109,147,265,292,79,19,11,51,360,9.8,9.27,7.21,46,6.428571429,0.042,13.803,3.154,4,4,8
337,20,33,47,0,0,121,181,313,333,93,15,19,63,386,8.7,8.58,6.72,43,6.071428571,1.006,17.972,1.023,4,4,8
469,24,10,76,0,0,191,187,394,441,114,31,24,79,562,10.6,8.47,6.74,58,6.916666667,2.471,19.145,2.384,4,4,8
419,22,15,50,0,0,186,150,314,363,81,38,20,83,520,10.1,7.48,5.81,32,6.142857143,0.418,16.394,5.188,5,4,9
470,20,14,64,0,0,205,177,359,416,112,31,12,96,571,9.9,7.6,5.99,35,5.428571429,1.734,17.556,0.711,4,4,8
541,28,18,94,0,2,227,218,453,510,131,35,25,105,661,10.2,8.87,6.65,65,6.75,0.824,23.999,3.178,5,5,10
288,9,13,41,0,0,150,113,239,270,53,16,11,56,357,11,6.34,6.7,27,12,0.024,7.739,1.237,4,3,7
116,3,10,13,0,1,55,71,107,112,30,8,3,23,133,11.2,7.96,6.75,9,24.25,0.244,2.472,0.284,3,2,5
215,15,11,34,0,0,83,118,195,206,56,13,0,39,273,10.6,7.24,6.97,33,4.875,0.331,11.982,2.687,4,3,7
44,3,0,7,0,0,18,32,41,41,12,2,1,8,56,10.5,7.59,5.86,4,5,0.128,2.572,0.3,1,1,2
639,29,23,99,1,4,240,245,512,601,162,47,28,113,780,10.8,8.47,6.75,77,6.5,0.278,24.996,3.727,4,5,9
315,8,12,53,0,0,127,136,253,292,89,22,7,60,407,13.8,9.24,7.12,31,15.5,0.07,6.874,1.056,4,4,8
586,30,30,100,0,1,223,261,507,558,172,42,19,102,737,10.1,9.74,7.25,91,7.416666667,4.756,23.741,1.504,5,5,10
365,17,14,45,0,0,184,145,302,343,66,20,20,64,440,10.2,6.15,5.69,23,6.916666667,1.123,14.839,1.04,4,4,8
497,31,24,76,0,3,193,190,410,459,119,28,36,98,600,9.8,9.62,6.58,60,4.8125,1.08,28.036,1.885,4,4,8
261,20,14,43,0,1,104,127,225,249,56,12,5,50,301,9.2,7.52,6.2,29,3.4,0.636,16.707,2.657,4,4,8
465,26,31,67,0,4,195,225,420,452,93,36,22,91,549,9.3,8,6.57,57,5.714285714,2.716,20.796,2.487,4,4,8
511,36,38,93,0,1,180,229,429,476,119,31,28,81,618,9.9,8.86,6.63,66,4.055555556,0.961,33.291,1.748,5,5,10
315,15,13,78,2,0,100,147,270,301,98,24,9,49,427,12.7,14.5,7.86,57,6.833333333,0.929,11.076,2.996,4,4,8
269,20,14,26,0,1,102,111,187,220,59,25,8,54,304,7.7,6.13,5.91,25,4.555555556,0.26,17.074,2.667,3,4,7
417,19,19,63,1,0,143,183,346,389,108,34,11,73,493,11.4,10.03,6.99,54,7.166666667,0.258,16.447,2.295,4,4,8
421,19,19,62,1,0,188,184,373,406,89,26,28,86,511,10.2,7.83,6.41,43,8.5,2.095,14.91,1.995,4,4,8
414,24,15,60,1,0,178,183,370,402,96,32,19,86,519,10.2,7.83,6.4,47,5.571428571,3.324,18.004,2.671,4,4,8
596,29,18,98,1,2,248,226,512,575,154,38,40,104,734,10.7,9.34,6.59,69,5.1875,3.953,23.477,1.57,5,4,9
398,25,28,46,0,0,168,130,274,341,113,25,14,72,465,9.1,6.37,5.64,29,4.6875,0.106,21.086,3.808,4,4,8
590,30,51,96,1,0,229,267,521,569,152,37,22,94,730,10.4,9.28,7.01,83,6.916666667,1.259,26.522,2.219,4,5,9
177,10,11,45,1,0,57,110,168,174,45,10,8,29,236,11.6,12.46,8.59,40,6.666666667,1.135,8.081,0.784,3,3,6
622,30,37,79,3,4,247,256,544,596,138,52,27,117,701,10.3,7.94,6.74,75,6.583333333,0.865,25.816,3.319,6,5,11
291,8,15,58,0,0,120,157,275,287,82,18,17,44,375,12.8,10.4,7.87,46,12.5,0.08,6.773,1.147,4,3,7
337,23,16,70,0,0,114,136,266,304,91,19,10,55,424,11.1,10.6,6.87,47,4.555555556,0.135,18.931,3.934,4,4,8
421,23,29,76,0,2,150,192,373,408,107,43,21,74,540,10.8,11.02,6.85,56,7.25,1.059,18.287,3.654,4,5,9
542,26,26,84,8,4,211,225,483,525,134,39,27,77,670,10.5,9.22,7.05,75,6.916666667,0.398,21.032,4.573,4,5,9
457,24,37,74,3,0,168,210,410,443,120,29,28,84,570,10.3,8.81,6.79,60,5.642857143,0.416,20.876,2.709,5,4,9
376,24,15,53,0,0,140,162,318,357,82,22,36,62,453,9.5,7.65,6.6,47,4.333333333,0.594,19.337,4.069,4,4,8
322,12,24,46,0,2,137,161,272,293,71,20,16,68,405,11.7,8.48,6.9,38,10.1,0.633,10.653,0.714,4,3,7
548,21,45,59,0,1,232,228,464,498,115,37,37,106,617,8.7,7.43,6.09,42,10.1,0.322,18.042,2.635,4,4,8
111,6,8,14,0,0,39,64,91,97,30,15,2,18,132,8.8,8.12,6.83,15,6.833333333,0,4.725,1.275,2,3,5
464,29,23,76,2,0,178,226,420,456,117,23,23,88,578,10.2,8.4,6.92,67,7.166666667,2.728,21.946,4.326,5,4,9
244,13,40,28,0,0,103,104,192,222,57,16,9,40,287,9.9,5.91,6.34,26,5.714285714,0,12.035,0.965,3,3,6
452,19,22,75,1,1,203,195,403,438,94,40,26,94,561,11.2,8.01,6.86,56,11.625,0.946,15.631,2.425,4,5,9
248,15,15,45,0,0,99,139,227,239,59,21,11,42,317,10.2,8.29,6.95,37,5.0625,0.324,12.047,2.629,3,4,7
298,13,13,29,1,1,149,109,231,276,53,10,19,67,316,9.3,7.14,5.96,22,5.642857143,0.072,11.192,1.736,3,3,6
592,32,27,93,0,5,217,285,548,583,137,36,45,99,718,11,10.26,7.44,94,7,2.338,27.045,2.619,5,6,11
503,28,35,90,2,2,176,241,452,488,132,34,28,84,613,11.2,9.97,7.5,84,5.785714286,2.769,22.822,2.409,4,5,9
537,25,38,80,0,1,239,228,484,524,122,32,24,104,689,11.6,7.78,6.64,64,12,1.38,18.793,4.828,4,4,8
174,7,5,31,0,0,94,75,138,157,31,10,17,33,233,13.7,8.94,6.24,15,16.16666667,0,5.245,1.755,3,3,6
301,16,18,20,0,0,140,137,267,292,59,14,14,62,346,7.4,5.51,5.81,23,7.416666667,0.606,11.91,3.486,3,4,7
512,35,28,69,1,6,200,231,468,504,113,30,34,84,605,9.3,7.53,6.48,62,4.611111111,0.881,28.767,5.352,4,5,9
379,20,16,55,0,0,155,152,311,350,82,30,22,69,458,10.2,9.45,5.92,31,8.8,0.053,17.181,2.766,4,4,8
423,18,20,91,0,0,145,187,349,391,142,38,24,67,576,12.6,12.3,7.36,64,12.625,0.078,14.268,3.654,5,4,9
373,22,15,77,0,0,127,192,335,364,107,28,19,59,490,11.4,10.26,7.24,59,7.25,0.478,18.22,3.302,5,5,10
360,20,17,70,4,1,137,170,314,337,97,19,14,53,441,10.5,10.38,7.03,51,8,0.387,17.579,2.034,4,4,8
316,19,1,53,3,1,118,151,282,309,82,17,22,48,407,10.7,8.46,6.6,40,6,0.553,16.589,1.857,4,4,8
311,7,23,46,0,1,143,175,295,306,95,21,13,56,391,12.5,8.55,8.31,48,11.75,0.522,5.683,0.795,4,5,9
310,15,16,50,1,0,131,143,272,299,80,26,6,46,383,10.4,8.76,7.14,45,7.333333333,0.105,13.013,1.883,4,6,10
475,24,24,104,0,0,174,171,335,401,125,27,12,81,611,11.8,10.09,7.03,66,6.357142857,0.41,19.154,4.437,5,5,10
716,33,39,127,0,0,275,346,648,704,169,60,51,111,900,11.4,9.63,7.31,109,11.875,1.02,27.47,4.511,5,6,11
492,28,27,73,1,0,173,215,429,475,110,31,29,86,584,10,9.45,7.22,75,4.75,1.479,23.269,3.252,5,5,10
382,16,12,54,5,2,165,173,334,365,89,16,15,70,455,10.8,7.95,6.75,44,6.357142857,0.182,13.724,2.094,5,4,9
696,44,47,104,0,1,284,276,577,657,175,30,37,112,847,9.7,8,6.7,93,5.3125,0.578,38.625,4.797,6,6,12
452,37,34,76,0,6,151,219,396,435,124,27,21,68,546,8.9,9.38,6.88,66,6,0.465,31.4,5.135,5,4,9
611,25,31,150,0,0,227,245,514,584,138,50,32,120,829,13.7,12.36,8.13,115,8,0.306,20.302,4.393,5,5,10
363,18,13,87,0,1,145,165,306,337,93,25,13,63,509,13.3,11.25,7.63,63,5.571428571,0,15.531,2.469,4,5,9
418,29,20,54,1,4,174,157,340,386,86,27,23,85,510,9.8,7,6.17,45,4.6875,0.432,24.572,3.996,4,4,8
411,25,17,66,0,4,153,203,380,402,106,24,20,61,499,10.1,9.68,7.4,68,5.928571429,1.382,20.511,3.107,5,5,10
369,21,21,46,0,0,158,182,326,355,75,23,25,77,436,9.1,6.15,6.16,37,5.857142857,0.464,17.329,3.207,4,4,8
87,6,6,14,0,0,33,62,85,85,22,4,4,18,106,10.9,9.67,6.34,10,4.416666667,0.232,4.972,0.796,2,2,4
419,23,22,45,0,0,168,188,374,404,89,27,26,80,503,10,7.31,6.25,43,5.857142857,1.431,20.408,1.161,4,4,8
471,23,19,57,0,0,183,184,377,440,111,25,20,90,541,9.9,7.89,6.08,39,9,1.828,19.2,1.972,4,4,8
396,23,22,58,0,1,146,160,319,366,81,20,29,80,476,9.7,8.63,6.27,41,5.428571429,2.271,18.302,2.426,4,5,9
482,33,57,77,0,1,202,228,426,469,93,33,36,95,606,9.4,7.64,6.78,69,4.5,2.227,28.836,1.937,4,4,8
442,28,25,61,3,4,185,185,372,419,101,41,18,78,553,10.6,8.46,6.77,61,6,1.486,25.57,0.944,4,5,9
440,28,17,76,0,0,154,171,342,392,111,25,27,65,568,10.9,9.21,6.32,49,4.055555556,1.514,23.971,2.514,4,4,8
640,30,20,94,0,3,280,256,527,601,145,38,23,126,781,10.2,8.12,6.73,78,6.285714286,2.773,23.118,4.11,5,4,9
455,30,22,68,0,2,193,205,391,432,109,35,29,70,547,9.6,8.45,6.25,49,4.9375,1.709,26.261,2.032,4,5,9
416,18,31,66,1,1,183,173,349,389,101,31,21,75,531,12,9.92,6.28,38,6.142857143,1.346,14.14,2.516,4,4,8
449,29,20,86,1,2,154,206,366,410,112,26,30,73,550,10.9,10.37,7.41,73,4.222222222,2.459,21.418,5.123,4,5,9
506,28,27,67,3,7,171,238,465,500,130,33,25,97,576,9.2,9.45,7.49,81,10.1,1.675,22.533,3.793,5,5,10
377,30,14,67,1,8,138,181,337,366,100,27,18,49,463,10.4,10.01,7.39,63,3.45,0.431,27.862,1.708,4,5,9
505,26,34,97,0,1,203,205,407,464,137,42,26,84,625,10.7,9.68,6.65,61,4.6875,1.34,22.304,2.355,5,5,10
470,21,41,89,1,0,168,217,411,456,130,44,32,87,582,10.7,10.21,7.42,73,7.583333333,0.565,17.984,2.45,4,4,8
375,21,17,47,0,1,147,176,340,366,89,16,15,75,440,9.7,8.29,6.58,45,5.5,0.377,18.238,2.384,4,4,8
390,14,19,43,0,0,150,155,342,380,101,18,30,74,448,10,8.71,6.32,32,12.25,0.996,11.426,1.578,3,4,7
426,25,30,68,0,1,147,198,378,417,99,29,20,84,531,10.8,9.85,7.13,63,5.625,0.705,21.905,2.389,5,4,9
485,29,37,81,0,0,191,230,432,470,109,33,28,92,614,11.1,8.87,6.76,65,4.5,0.942,23.415,4.643,4,4,8
178,8,6,30,0,0,65,94,156,169,45,11,12,32,240,12.8,9.92,7,24,6.916666667,0.16,6.513,1.328,3,3,6
206,11,20,32,0,0,85,118,190,199,46,8,15,40,257,11.7,8.52,6.81,27,6.666666667,0.103,9.36,1.537,3,3,6
389,12,22,40,0,0,174,155,322,353,90,24,10,74,468,10.9,6.45,6.62,34,6.142857143,0.918,9.879,1.202,4,4,8
155,7,20,23,0,0,77,69,134,149,38,7,8,29,195,10.6,9.46,6.43,16,6.75,0.192,6.093,0.716,3,2,5
611,27,40,131,2,1,208,267,518,578,197,52,28,100,805,12.3,11.95,7.97,112,5.642857143,0.064,23.646,3.29,5,5,10
468,18,23,63,0,4,206,185,384,431,99,29,23,83,542,11.6,8.53,6.85,53,7.083333333,0.286,14.836,2.877,5,4,9
254,6,11,40,0,0,122,131,231,249,60,11,14,41,320,12.8,10.34,7.88,38,15.66666667,0.426,5.23,0.344,3,4,7
93,3,13,15,0,0,49,58,86,90,19,5,6,20,119,8.8,7.73,7.93,16,14.5,0.173,2.725,0.102,2,2,4
438,32,22,60,0,1,166,197,386,423,79,36,26,86,511,9.1,6.94,6.74,60,5.0625,1.712,25.266,5.022,5,4,9
224,11,9,35,2,0,97,91,177,207,53,20,8,40,280,12,8.76,6.28,21,4.75,0.052,7.624,2.324,4,3,7
437,21,24,95,0,0,164,219,395,426,115,39,27,67,561,11.5,10.44,8.03,84,5.4375,0.431,18.381,2.188,5,4,9
