,char_count,word_count,sentence_count,avg_sentence_len,spelling_errors,long_word,exc_count,que_count,comma_count,stopwords_num,sat_num,unigram,bigrams,trigrams,noun_count,adj_count,adv_count,verb_count,fw_count,neg_sentiment,neu_sentiment,pos_sentiment,syllable_count,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog
604,2540.0,505.0,26.0,19.423076923076923,34,97,0,1,16,203,4,205,407,464,137,42,26,84,84,1.34,22.304,2.3549999999999995,625,70.94,10.7,7.6,9.68,9.3,6.65,61,4.6875,14.350852017937221
605,2340.0,470.0,21.0,22.38095238095238,41,89,1,0,21,168,6,217,411,456,130,44,32,87,87,0.5650000000000001,17.983999999999998,2.4499999999999997,582,68.7,10.7,8.5,10.21,10.6,7.42,73,7.583333333333334,16.91686274509804
606,1780.0,375.0,21.0,17.857142857142858,17,47,0,1,13,147,8,176,340,366,89,16,15,75,75,0.377,18.238,2.3840000000000003,440,81.12,9.7,5.8,8.29,7.3,6.58,45,5.5,13.721472392638038
607,1879.0,390.0,14.0,27.857142857142858,19,43,0,0,8,150,0,155,342,380,101,18,30,74,74,0.9959999999999999,11.426,1.5779999999999998,448,71.78,10.0,9.4,8.71,11.8,6.32,32,12.25,15.57942196531792
608,2061.0,426.0,25.0,17.04,30,68,0,1,18,147,8,198,378,417,99,29,20,84,84,0.705,21.905,2.3890000000000002,531,65.42,10.8,7.7,9.85,8.2,7.13,63,5.625,14.778823529411767
609,2413.0,485.0,29.0,16.724137931034484,37,81,0,0,8,191,6,230,432,470,109,33,28,92,92,0.9420000000000001,23.415000000000003,4.643,614,73.37,11.1,6.7,8.87,7.7,6.76,65,4.5,13.966511627906977
610,909.0,178.0,8.0,22.25,6,30,0,0,4,65,7,94,156,169,45,11,12,32,32,0.16,6.513,1.3280000000000003,240,59.64,12.8,9.9,9.92,10.7,7.0,24,6.916666666666667,16.0
611,994.0,206.0,11.0,18.727272727272727,20,32,0,0,6,85,4,118,190,199,46,8,15,40,40,0.103,9.36,1.537,257,71.65,11.7,7.4,8.52,8.0,6.81,27,6.666666666666667,14.566850828729281
612,1832.0,389.0,12.0,32.416666666666664,22,40,0,0,6,174,3,155,322,353,90,24,10,74,74,0.918,9.879,1.2020000000000002,468,65.8,10.9,11.7,6.45,12.7,6.62,34,6.142857142857143,17.94572207084469
613,785.0,155.0,7.0,22.142857142857142,20,23,0,0,0,77,1,69,134,149,38,7,8,29,29,0.192,6.093,0.716,195,68.1,10.6,8.7,9.46,10.3,6.43,16,6.75,14.571428571428573
614,3165.0,611.0,27.0,22.62962962962963,40,131,2,1,13,208,4,267,518,578,197,52,28,100,100,0.064,23.646,3.2900000000000005,805,60.24,12.3,9.7,11.95,12.0,7.97,112,5.642857142857143,18.309618320610685
615,2136.0,468.0,18.0,26.0,23,63,0,4,22,206,8,185,384,431,99,29,23,83,83,0.28600000000000003,14.836000000000004,2.877,542,66.27,11.6,9.4,8.53,10.4,6.85,53,7.083333333333334,16.128163265306124
616,1296.0,254.0,6.0,42.333333333333336,11,40,0,0,12,122,2,131,231,249,60,11,14,41,41,0.426,5.2299999999999995,0.34400000000000003,320,55.2,12.8,13.7,10.34,16.9,7.88,38,15.666666666666666,21.71755458515284
617,468.0,93.0,3.0,31.0,13,15,0,0,0,49,0,58,86,90,19,5,6,20,20,0.173,2.725,0.102,119,66.41,8.8,11.5,7.73,13.4,7.93,16,14.5,21.111111111111114
618,2022.0,438.0,32.0,13.6875,22,60,0,1,19,166,9,197,386,423,79,36,26,86,86,1.7120000000000002,25.266000000000002,5.022,511,76.42,9.1,5.5,6.94,5.1,6.74,60,5.0625,13.102978723404256
619,1114.0,224.0,11.0,20.363636363636363,9,35,2,0,9,97,1,91,177,207,53,20,8,40,40,0.052,7.624,2.3240000000000003,280,67.79,12.0,8.8,8.76,9.9,6.28,21,4.75,14.25793103448276
620,2207.0,437.0,21.0,20.80952380952381,24,95,0,0,14,164,7,219,395,426,115,39,27,67,67,0.431,18.381,2.1879999999999997,561,61.67,11.5,9.1,10.44,10.3,8.03,84,5.4375,18.065435356200528
621,1725.0,363.0,12.0,30.25,33,34,0,0,2,179,3,168,339,360,55,18,26,85,85,0.35600000000000004,10.532,1.112,422,76.39,9.9,9.7,6.51,11.9,6.25,26,8.6,16.440935672514623
622,1697.0,330.0,14.0,23.571428571428573,23,58,0,0,0,145,5,147,263,301,83,18,9,72,72,1.221,11.248,1.5330000000000001,420,66.47,11.6,9.4,9.4,11.1,6.69,38,6.166666666666667,15.65650165016502
623,1657.0,319.0,23.0,13.869565217391305,20,77,0,1,9,115,11,146,271,297,79,17,14,53,53,0.354,18.819,3.8260000000000005,429,67.55,10.8,6.9,10.25,7.8,6.94,48,4.388888888888889,13.712740213523132
624,1135.0,230.0,13.0,17.692307692307693,9,42,1,0,18,87,4,120,200,216,59,17,15,34,34,0.0,10.612,2.3880000000000003,278,71.85,11.0,7.3,10.38,9.4,6.79,29,5.571428571428571,14.46871794871795
625,1209.0,256.0,12.0,21.333333333333332,8,33,0,0,6,122,7,122,216,238,53,19,12,49,49,0.539,9.891,1.57,307,77.37,10.5,7.2,7.43,8.2,6.72,31,7.416666666666666,15.07130434782609
626,2212.0,459.0,17.0,27.0,18,80,0,4,21,190,2,194,392,438,105,24,25,82,82,0.18499999999999997,14.687000000000001,2.128,559,64.44,12.2,10.1,9.23,11.7,6.85,52,8.9,16.62703241895262
627,1438.0,296.0,12.0,24.666666666666668,11,51,0,1,17,137,8,143,257,283,62,15,8,58,58,0.97,9.698999999999998,1.331,372,66.57,11.2,9.3,9.23,10.8,7.58,47,10.1,17.886821705426357
628,3144.0,619.0,31.0,19.967741935483872,40,127,0,5,32,237,19,293,553,596,156,41,32,109,109,0.645,27.099999999999998,3.255,802,61.77,11.0,9.1,10.55,10.4,7.64,106,10.3,17.04104089219331
629,2998.0,606.0,33.0,18.363636363636363,29,117,2,3,29,157,16,268,523,584,200,45,18,93,93,0.8,28.717999999999996,3.481,745,56.86,11.1,8.9,12.93,10.8,8.27,118,5.642857142857143,17.69684210526316
630,1778.0,359.0,25.0,14.36,19,56,0,0,19,137,4,172,321,349,88,18,22,55,55,0.207,21.147999999999996,3.645,435,75.3,9.7,6.0,9.27,7.3,6.87,51,6.0,13.740645161290324
631,1660.0,370.0,20.0,18.5,20,39,0,1,10,151,0,175,321,358,74,26,27,67,67,1.7269999999999999,14.625,3.647,409,80.51,9.1,6.0,6.61,6.2,5.96,31,7.333333333333334,12.302928348909658
632,2848.0,622.0,34.0,18.294117647058822,20,65,0,2,18,248,6,215,490,577,144,35,36,115,115,0.714,28.634,4.653,694,80.82,9.5,5.9,7.42,6.8,5.74,45,6.75,11.671955307262571
633,1374.0,270.0,13.0,20.76923076923077,19,54,0,0,19,102,6,150,254,267,59,25,10,53,53,1.5310000000000001,9.603,1.8639999999999999,344,61.46,10.9,9.2,10.44,10.4,7.75,48,7.416666666666666,17.415593220338987
634,2173.0,430.0,28.0,15.357142857142858,23,72,0,1,20,169,8,194,371,411,101,45,18,79,79,0.522,24.05,3.4290000000000003,537,74.69,9.5,6.2,9.79,7.8,6.44,51,5.0625,12.811140583554376
635,1492.0,318.0,15.0,21.2,9,45,0,0,13,140,6,137,259,294,71,9,18,60,60,2.0650000000000004,12.28,0.654,374,77.47,10.7,7.2,7.2,8.0,6.41,33,4.9375,14.255384615384617
636,1931.0,407.0,22.0,18.5,28,50,0,0,3,160,1,155,307,363,114,28,21,60,60,1.4940000000000002,19.248000000000005,1.258,485,72.05,7.5,7.2,8.18,7.6,6.53,47,5.1875,13.735774647887325
637,1271.0,265.0,13.0,20.384615384615383,15,36,1,0,13,102,3,130,239,257,64,24,17,42,42,0.131,9.477,3.392,326,69.92,11.1,8.0,7.89,8.3,6.55,30,7.166666666666666,14.364745762711863
638,1002.0,221.0,11.0,20.09090909090909,10,17,0,0,0,105,0,87,168,198,44,11,8,38,38,0.201,8.625,2.173,250,86.64,8.8,5.7,5.75,6.4,5.57,13,12.25,11.934257425742574
639,2458.0,516.0,32.0,16.125,35,64,3,2,2,236,6,200,433,486,98,27,32,104,104,1.9580000000000002,27.499000000000002,1.5429999999999997,602,81.63,8.4,5.6,7.07,6.3,5.88,44,6.285714285714286,11.793103448275863
640,1457.0,317.0,11.0,28.818181818181817,9,27,0,1,4,114,1,123,236,275,105,22,9,50,50,0.0,8.76,2.24,370,63.22,9.6,10.6,8.19,11.4,6.43,27,12.875,15.876043956043958
641,2164.0,443.0,30.0,14.766666666666667,43,75,0,0,18,138,4,215,375,424,112,35,21,83,83,1.742,25.247999999999998,3.0099999999999993,540,67.35,9.6,6.9,9.85,7.5,7.49,76,4.222222222222222,15.154070080862533
642,2440.0,562.0,20.0,28.1,35,47,1,2,11,221,4,201,443,521,153,49,15,83,83,1.253,16.292,2.4549999999999996,615,70.36,10.6,9.9,7.38,11.4,6.48,46,6.0,16.36324093816631
643,3438.0,657.0,39.0,16.846153846153847,27,152,0,0,10,252,25,249,543,625,160,59,25,111,111,1.066,32.974,4.960000000000001,914,56.15,11.4,9.2,10.14,8.8,7.32,109,7.166666666666666,15.467597955706985
644,818.0,157.0,9.0,17.444444444444443,5,31,0,0,5,50,2,103,152,155,46,9,4,33,33,0.209,7.503,1.288,216,56.05,12.1,9.2,11.01,9.6,7.39,26,7.083333333333334,15.671240875912407
645,1720.0,356.0,21.0,16.952380952380953,12,57,2,1,14,123,6,165,299,331,101,33,10,66,66,0.22299999999999998,16.875,3.9030000000000005,421,73.88,9.5,6.5,9.62,8.0,7.14,53,5.714285714285714,14.786666666666669
646,1495.0,296.0,17.0,17.41176470588235,16,49,1,2,7,123,4,151,266,286,56,16,16,61,61,0.481,14.201,2.318,374,72.66,11.1,7.0,9.63,8.4,6.69,38,6.642857142857143,13.979467680608366
647,2804.0,574.0,29.0,19.79310344827586,29,82,2,9,26,228,6,216,472,540,119,30,57,99,99,1.104,24.347,3.5489999999999995,691,70.33,11.0,7.9,9.34,9.3,6.3,56,7.5,13.627042253521125
648,1878.0,416.0,26.0,16.0,36,58,1,0,15,167,4,177,356,398,101,24,23,73,73,1.6900000000000002,19.799999999999997,4.5120000000000005,453,82.14,8.2,5.4,6.43,5.5,6.14,41,8.9,12.330386740331491
649,2884.0,583.0,21.0,27.761904761904763,25,106,5,0,34,212,6,244,496,557,164,49,23,92,92,0.933,18.229,1.837,721,55.88,12.2,11.4,10.86,13.0,7.45,83,7.083333333333334,18.160080482897385
650,1439.0,289.0,17.0,17.0,20,53,0,0,3,124,5,141,263,283,66,20,15,58,58,0.583,14.067,2.349,354,81.12,9.2,5.8,8.23,7.3,6.62,37,4.277777777777778,13.806060606060607
651,2061.0,445.0,25.0,17.8,45,56,5,1,18,179,4,203,398,431,102,34,22,82,82,0.0,20.092,4.908,501,81.12,9.2,5.8,7.42,6.6,6.16,43,5.0625,12.63298969072165
652,2101.0,410.0,21.0,19.523809523809526,10,69,0,1,21,165,7,181,360,395,90,40,24,82,82,1.1449999999999998,17.656,2.1999999999999997,558,54.12,11.8,10.0,10.5,9.9,7.47,68,6.642857142857143,16.395555555555557
653,1602.0,343.0,17.0,20.176470588235293,23,52,0,0,26,126,1,161,298,328,75,21,22,53,53,0.7969999999999999,14.094999999999999,2.1079999999999997,397,71.44,10.2,7.4,9.34,8.8,7.08,47,8.8,15.299718309859157
654,1496.0,317.0,11.0,28.818181818181817,18,30,0,0,6,149,1,149,282,307,59,25,12,57,57,0.381,9.386,1.2329999999999999,365,80.35,9.3,8.2,6.62,10.0,6.41,29,6.75,15.772203389830509
655,2544.0,520.0,23.0,22.608695652173914,8,68,0,0,18,227,3,161,362,431,116,32,35,103,103,0.538,19.603,2.8590000000000004,640,68.7,11.4,8.5,8.59,9.3,5.95,40,5.714285714285714,13.193476394849785
656,1883.0,361.0,24.0,15.041666666666666,15,66,0,0,4,134,11,179,317,348,82,31,24,59,59,0.185,19.057999999999996,4.755999999999999,482,65.93,10.3,7.5,9.45,7.6,6.95,55,6.214285714285714,14.186666666666667
657,2434.0,462.0,23.0,20.08695652173913,23,97,0,0,13,175,8,232,418,447,117,36,21,76,76,0.516,18.739,3.747,629,61.67,12.1,9.1,10.73,10.6,7.58,80,10.7,16.929468599033818
658,2855.0,573.0,33.0,17.363636363636363,40,100,2,2,7,249,6,211,451,526,119,31,37,105,105,1.6620000000000001,26.551,4.786000000000001,738,72.46,10.9,7.1,8.52,7.6,6.27,61,6.071428571428571,12.981348747591523
659,1965.0,423.0,39.0,10.846153846153847,15,61,0,1,2,189,6,185,363,413,61,29,31,92,92,4.498,30.542,3.96,491,86.71,7.9,3.7,5.31,3.1,6.0,45,3.6500000000000004,10.724409448818898
660,3748.0,723.0,36.0,20.083333333333332,24,153,0,0,30,274,13,294,623,700,166,60,36,124,124,0.653,31.558999999999994,3.788,952,62.38,11.7,8.9,10.55,10.1,7.3,114,6.833333333333333,16.033884555382215
661,1285.0,262.0,12.0,21.833333333333332,11,30,0,1,5,113,3,132,228,247,53,19,13,53,53,0.14100000000000001,10.89,0.9690000000000001,324,76.45,10.5,7.6,7.89,9.1,6.53,29,6.142857142857143,14.853278008298757
662,2713.0,541.0,34.0,15.911764705882353,25,94,0,1,27,200,6,255,499,534,141,38,42,91,91,1.9989999999999999,27.868999999999996,4.132000000000001,675,66.13,10.5,7.4,10.32,8.3,7.41,91,5.625,15.301771058315333
663,2731.0,576.0,43.0,13.395348837209303,36,95,1,5,13,216,6,244,490,551,117,38,37,120,120,5.008,33.51199999999999,4.482000000000001,712,76.42,10.2,5.5,8.05,5.8,6.55,73,4.055555555555555,12.6189898989899
664,2275.0,498.0,32.0,15.5625,32,64,0,3,15,181,2,224,454,491,117,26,31,86,86,3.2969999999999997,25.132000000000005,3.5709999999999997,551,83.76,8.7,4.8,7.99,6.3,6.65,62,4.388888888888889,13.164842615012109
665,886.0,178.0,1.0,178.0,4,26,0,0,0,90,4,87,159,172,32,12,10,48,48,0.048,0.823,0.129,239,-89.24,0.0,69.2,7.51,85.2,14.3,22,50.5,77.02857142857144
666,2436.0,509.0,31.0,16.419354838709676,24,72,0,5,12,190,9,237,451,483,117,28,23,92,92,0.0,27.823,3.177,618,81.83,9.5,5.5,7.13,6.3,6.37,58,5.857142857142857,12.974466230936821
667,1973.0,436.0,5.0,87.2,44,25,0,0,0,191,4,159,365,414,133,26,12,73,73,0.11599999999999999,4.152,0.731,492,23.71,12.0,29.9,6.52,37.1,8.68,27,16.0,36.846567164179106
668,1477.0,308.0,23.0,13.391304347826088,8,45,1,0,16,89,3,129,248,283,90,15,11,56,56,0.142,19.621,3.2369999999999997,376,68.97,9.1,6.3,10.3,7.3,7.42,51,5.0625,14.545806451612904
669,1513.0,323.0,31.0,10.419354838709678,11,36,1,1,2,129,6,144,273,306,63,14,21,64,64,1.404,25.746999999999996,3.8489999999999998,373,87.42,7.9,3.4,5.77,3.4,5.69,29,3.75,9.761811846689895
670,2044.0,386.0,18.0,21.444444444444443,25,84,0,0,16,150,9,186,331,372,110,23,21,57,57,1.255,16.038000000000004,0.7070000000000001,518,59.74,12.1,9.9,12.01,12.3,7.8,68,7.583333333333334,18.007337278106508
671,2059.0,434.0,24.0,18.083333333333332,37,70,1,0,21,180,2,150,300,353,104,29,14,71,71,0.0,22.863000000000003,1.137,529,72.66,10.9,7.0,8.64,7.6,6.1,40,6.214285714285714,12.489544235924933
672,1886.0,393.0,20.0,19.65,33,48,0,0,6,169,3,167,330,369,97,21,18,78,78,0.7439999999999999,17.142,2.114,465,78.48,9.8,6.8,6.84,7.4,6.24,39,6.75,13.54939226519337
673,2267.0,459.0,29.0,15.827586206896552,19,76,0,0,11,183,5,199,387,430,99,28,23,89,89,0.531,25.849000000000004,2.62,596,65.52,10.9,7.6,8.34,6.9,6.65,60,5.0625,13.51941605839416
674,2283.0,473.0,33.0,14.333333333333334,18,65,1,3,22,182,23,184,356,390,93,35,21,88,88,1.0310000000000001,25.815,6.154,582,75.71,9.9,5.8,8.11,6.2,5.98,45,5.625,11.358353510895885
675,622.0,134.0,2.0,67.0,15,14,0,0,3,74,0,66,112,123,24,3,8,33,33,0.041,1.8239999999999998,0.135,152,40.86,0.0,23.3,6.29,28.7,7.91,9,24.0,30.23464566929134
676,2581.0,596.0,37.0,16.10810810810811,41,57,0,6,38,224,5,270,534,579,115,36,27,114,114,1.4629999999999999,31.393000000000004,4.143999999999999,623,83.56,8.4,4.9,6.89,5.5,6.5,68,5.857142857142857,12.848247422680414
677,2600.0,551.0,35.0,15.742857142857142,33,83,5,1,33,225,8,253,495,532,106,32,32,98,98,1.811,30.877000000000002,2.312,677,74.49,10.5,6.3,8.63,7.0,6.89,76,7.416666666666666,13.989635974304072
678,2654.0,526.0,37.0,14.216216216216216,25,106,5,6,20,161,11,260,481,517,152,40,30,84,84,2.4479999999999995,30.373999999999995,4.1770000000000005,662,60.21,10.8,7.6,12.16,9.0,7.47,88,4.388888888888889,14.761513002364067
679,1263.0,260.0,16.0,16.25,18,36,1,0,10,102,0,137,239,256,74,20,11,39,39,0.587,13.414,1.999,328,65.93,10.6,7.5,9.5,7.7,6.82,35,5.25,13.854841628959276
680,2506.0,514.0,27.0,19.037037037037038,28,89,1,1,25,194,9,248,462,494,113,25,31,86,86,0.822,23.538999999999998,2.639,608,72.16,9.3,7.2,8.99,8.2,6.96,72,5.25,14.814253897550111
681,1731.0,343.0,11.0,31.181818181818183,11,57,0,0,1,169,12,145,280,312,73,14,16,63,63,0.10400000000000001,9.414,1.4809999999999999,444,58.45,13.9,12.4,8.54,13.8,6.46,28,8.8,17.256790123456792
682,1584.0,366.0,10.0,36.6,21,18,0,0,0,165,0,110,239,290,99,19,32,60,60,0.6250000000000001,8.923,0.453,396,73.04,7.2,11.0,6.4,13.2,6.5,26,9.0,17.990440251572327
683,2455.0,491.0,25.0,19.64,15,93,3,1,24,205,5,211,438,479,124,23,31,74,74,1.071,22.174,1.7550000000000003,622,62.58,11.3,8.8,9.97,9.5,7.18,73,10.2,15.6784074941452
684,480.0,94.0,4.0,23.5,5,19,0,0,4,42,1,55,83,87,28,6,2,16,16,0.0,3.013,0.987,122,66.57,11.7,9.3,9.34,10.9,6.54,10,8.625,15.251162790697675
685,1109.0,216.0,11.0,19.636363636363637,6,41,1,0,5,97,4,115,181,196,48,15,13,38,38,0.066,9.427000000000001,1.5070000000000001,277,70.23,11.4,7.9,9.28,9.3,7.09,32,8.3,15.65746192893401
686,3110.0,648.0,36.0,18.0,38,112,0,4,42,237,7,296,582,638,149,48,41,105,105,1.1660000000000001,30.865999999999996,3.9679999999999995,760,73.78,10.0,6.5,10.26,8.6,7.53,107,6.357142857142857,15.820263653483991
687,2009.0,420.0,27.0,15.555555555555555,30,64,1,2,20,148,2,198,374,403,92,26,19,71,71,0.9139999999999999,21.773,4.313,474,75.61,9.3,5.8,10.19,7.9,6.67,52,6.071428571428571,13.139706744868036
688,1725.0,389.0,20.0,19.45,23,39,1,1,14,169,3,175,344,373,81,25,23,59,59,1.108,16.946999999999996,1.941,426,78.18,9.3,6.9,7.14,7.6,6.31,37,10.4,13.831299093655588
689,1659.0,360.0,29.0,12.413793103448276,26,39,2,3,29,111,3,148,290,330,76,17,30,70,70,0.693,22.853999999999996,5.453,387,85.69,8.3,4.0,8.16,5.7,5.88,32,4.9375,10.70976430976431
690,1276.0,273.0,15.0,18.2,13,36,1,2,3,125,4,139,256,268,61,13,16,49,49,0.459,13.613,0.9279999999999999,322,81.22,9.7,5.8,6.43,6.0,6.45,32,6.142857142857143,13.363252032520325
691,1478.0,303.0,16.0,18.9375,18,40,0,0,1,142,12,139,263,289,66,14,16,56,56,0.664,13.905,1.4310000000000003,377,70.73,9.8,7.7,7.36,7.5,6.37,33,7.75,13.691182795698925
692,2325.0,484.0,32.0,15.125,19,66,0,1,14,176,9,214,421,463,118,33,28,80,80,0.089,28.05,3.861,596,74.9,9.4,6.1,7.7,6.2,6.59,62,4.388888888888889,13.141596244131456
693,2048.0,436.0,21.0,20.761904761904763,20,63,0,2,19,195,7,173,343,399,85,27,19,85,85,0.9929999999999999,16.343,3.665,517,78.28,10.4,6.9,7.78,8.1,6.23,41,6.916666666666667,13.57974025974026
694,3069.0,597.0,32.0,18.65625,29,132,10,3,32,200,14,295,547,583,153,45,41,101,101,3.9229999999999996,25.669999999999998,2.404,789,57.06,11.4,8.8,12.06,10.0,8.02,116,5.428571428571429,16.997269076305223
695,1568.0,309.0,15.0,20.6,14,55,1,0,13,107,5,150,280,304,99,28,8,52,52,0.6000000000000001,12.776,1.623,405,62.07,11.2,9.0,11.08,10.6,8.04,59,8.9,17.97939393939394
696,1739.0,364.0,22.0,16.545454545454547,17,47,0,1,20,130,7,168,313,346,91,27,17,62,62,2.7249999999999996,18.105999999999998,1.168,431,74.29,9.9,6.4,9.39,7.6,6.76,47,8.3,13.723934426229508
697,2248.0,471.0,35.0,13.457142857142857,24,73,3,3,22,154,1,222,417,458,103,35,34,81,81,1.186,28.477999999999998,5.336999999999998,560,76.82,9.6,5.4,9.32,6.8,6.85,65,3.6500000000000004,13.261030927835051
698,1370.0,287.0,18.0,15.944444444444445,9,43,1,3,15,98,2,148,254,274,67,16,22,48,48,0.413,16.485,1.102,335,75.1,9.6,6.0,9.73,7.8,7.23,44,3.6500000000000004,14.697627118644068
699,1781.0,350.0,14.0,25.0,31,65,0,1,9,128,2,188,313,329,111,19,14,54,54,0.672,12.262999999999998,1.066,446,57.81,12.5,10.6,10.79,12.3,7.67,57,10.4,18.195409836065576
700,2116.0,468.0,25.0,18.72,11,59,0,2,22,184,9,200,402,453,71,34,36,104,104,1.011,20.728,3.2590000000000003,540,80.21,9.4,6.1,6.49,6.3,6.49,53,7.083333333333334,13.71815085158151
701,1961.0,419.0,15.0,27.933333333333334,24,65,0,0,6,194,4,162,333,388,78,18,25,90,90,0.9619999999999999,13.061,0.9770000000000001,515,70.87,11.7,9.7,6.85,10.7,6.02,27,12.0,15.052500000000002
702,2929.0,604.0,37.0,16.324324324324323,32,118,9,2,39,229,13,260,507,571,127,41,48,108,108,2.436,32.704,1.8599999999999999,754,66.13,10.9,7.4,10.08,8.1,7.29,95,5.375,14.994671968190856
703,1575.0,322.0,17.0,18.941176470588236,14,41,0,0,7,137,2,128,256,296,74,21,9,69,69,0.424,14.646,1.9300000000000002,398,71.85,10.5,7.3,7.83,7.3,5.63,22,6.666666666666667,11.523412969283278
704,860.0,190.0,10.0,19.0,15,23,1,0,3,76,0,117,172,181,41,10,12,32,32,0.093,8.504,1.403,218,79.7,9.6,6.3,6.15,6.3,6.44,21,6.75,13.73041420118343
705,1266.0,267.0,29.0,9.206896551724139,18,44,0,0,6,101,2,101,167,208,62,9,7,48,48,0.498,24.346,4.156,306,88.74,8.4,2.9,6.22,3.6,5.6,23,2.3846153846153846,9.16551724137931
706,1029.0,192.0,11.0,17.454545454545453,1,33,0,0,5,73,12,78,125,145,52,21,4,35,35,0.172,8.419,2.409,255,64.1,10.0,8.2,11.37,9.9,6.43,22,8.4,13.356279069767442
707,1776.0,383.0,26.0,14.73076923076923,18,42,0,2,3,139,6,193,353,376,97,24,19,55,55,0.9309999999999999,21.502000000000002,3.5669999999999997,432,83.66,8.0,4.8,6.42,5.1,5.96,36,5.25,11.44778761061947
708,2421.0,502.0,24.0,20.916666666666668,20,79,0,1,28,180,5,228,442,484,139,37,28,87,87,1.2990000000000002,19.687,3.013,594,70.63,10.6,7.8,10.09,9.8,7.14,70,7.0,15.666666666666666
709,1492.0,310.0,17.0,18.235294117647058,12,45,1,0,6,144,4,130,250,285,57,22,14,64,64,1.288,13.694,2.018,372,79.9,9.6,6.3,7.13,7.0,5.85,25,8.7,12.201126760563382
710,3376.0,637.0,28.0,22.75,25,136,0,1,15,213,6,271,536,603,213,58,31,100,100,1.045,22.970999999999997,3.984,888,50.67,13.6,11.3,12.36,12.9,7.57,102,10.2,17.577938517179025
711,2841.0,610.0,39.0,15.64102564102564,31,76,0,2,26,222,3,248,522,585,128,39,30,110,110,0.6669999999999999,32.832,5.502,726,74.59,9.3,6.2,7.36,5.9,6.42,71,5.25,12.788399246704333
712,2176.0,441.0,27.0,16.333333333333332,22,68,0,1,9,182,4,194,371,419,91,18,21,87,87,0.6950000000000001,23.355,2.95,539,74.79,9.8,6.2,8.81,6.9,6.95,65,4.388888888888889,14.061030927835052
713,632.0,123.0,4.0,30.75,8,18,0,0,1,54,2,77,111,120,36,3,12,21,21,0.091,3.732,0.177,153,67.42,11.2,11.1,9.18,14.1,6.98,14,12.125,18.427586206896553
714,1630.0,325.0,11.0,29.545454545454547,28,53,0,0,6,144,0,112,222,259,66,20,7,74,74,0.0,8.631,2.3689999999999998,413,60.89,11.7,11.5,8.94,13.2,6.78,34,17.666666666666668,17.403758389261746
715,1611.0,301.0,15.0,20.066666666666666,15,61,3,0,3,122,8,156,271,294,77,22,14,56,56,0.916,13.244,0.84,415,60.95,11.3,9.4,10.21,10.3,7.32,49,8.2,16.45508896797153
716,1470.0,295.0,18.0,16.38888888888889,18,54,0,0,8,125,3,147,269,286,57,23,21,54,54,2.3869999999999996,14.777000000000001,0.836,372,73.58,10.7,6.6,8.75,7.5,7.06,45,7.166666666666666,14.684106463878326
717,2036.0,414.0,27.0,15.333333333333334,25,79,2,1,11,153,7,185,349,392,107,28,20,88,88,2.304,22.027999999999995,2.6690000000000005,507,74.9,9.5,6.1,8.86,7.2,6.97,61,6.416666666666667,14.097777777777779
718,2573.0,532.0,35.0,15.2,28,76,3,3,17,228,6,220,477,520,111,24,19,104,104,0.077,31.436999999999998,3.486,637,75.1,9.4,6.0,7.82,6.2,6.34,61,6.285714285714286,12.431489361702129
719,1931.0,386.0,21.0,18.38095238095238,12,63,1,0,20,164,3,171,331,364,94,25,30,67,67,1.675,17.527,1.799,481,72.16,10.6,7.2,9.86,8.9,7.05,56,6.583333333333333,15.046884272997033
720,2886.0,579.0,26.0,22.26923076923077,20,104,0,0,24,244,12,236,468,523,120,31,33,103,103,0.399,21.941,3.6599999999999997,755,67.99,11.7,8.8,8.94,9.9,6.96,77,8.0,15.929101338432123
721,1434.0,302.0,19.0,15.894736842105264,16,50,0,0,15,104,3,161,278,294,92,11,11,49,49,0.108,16.660999999999994,2.231,367,75.5,10.2,5.9,8.8,6.8,6.44,35,5.125,12.591811023622048
722,2800.0,631.0,37.0,17.054054054054053,15,73,8,1,29,210,4,217,450,547,162,42,27,123,123,0.469,28.964000000000002,7.567,708,74.59,9.1,6.2,8.58,6.9,6.44,68,5.0,12.836825396825398
723,1075.0,242.0,13.0,18.615384615384617,10,26,0,0,9,119,2,101,183,213,45,12,15,43,43,0.44799999999999995,11.656,0.896,276,79.8,10.2,6.3,5.28,5.5,5.63,16,6.666666666666667,11.655779816513764
724,1115.0,234.0,6.0,39.0,14,32,0,0,0,102,2,102,191,213,55,9,13,43,43,0.0,5.308999999999999,0.6910000000000001,270,68.57,12.2,12.7,7.32,16.2,6.31,12,16.166666666666668,18.691981566820278
725,1600.0,334.0,14.0,23.857142857142858,20,63,0,1,25,135,8,172,305,326,79,14,15,59,59,0.405,12.134,1.461,414,67.69,12.2,8.9,9.4,10.5,7.57,53,11.375,17.57258741258741
726,2225.0,495.0,16.0,30.9375,13,47,0,0,3,232,3,166,358,408,120,32,20,95,95,0.418,14.267000000000003,1.315,555,69.65,10.7,10.2,7.32,11.7,6.33,37,8.4,16.169883449883454
727,1708.0,367.0,23.0,15.956521739130435,18,48,0,0,14,159,0,148,304,347,66,16,32,68,68,0.483,19.436,3.081,423,82.75,9.0,5.2,7.42,6.0,5.81,30,6.285714285714286,11.321755485893418
